Subdomain,URL,Language,Exergy (%),Smoke (%),Clickbait (%),Tech (%),Commercial (%),C5-Real (%),Classification,Posts Scanned
subscribly,https://subscribly.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
alfonsomoure,https://alfonsomoure.substack.com,es,100.0,0.0,0.0,39.8,0.0,0.0,Técnico / Práctico,5
gameoftalks,https://gameoftalks.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
macachan,https://macachan.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
hrguruai,https://hrguruai.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mafortperera,https://mafortperera.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
anonimos,https://anonimos.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
javicreus,https://javicreus.substack.com,es,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
jclotet,https://jclotet.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
eduardolazcano,https://eduardolazcano.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
demarketeramarketer,https://demarketeramarketer.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
beproduct,https://beproduct.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
7x7news,https://7x7news.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ia4business,https://ia4business.substack.com,es,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
mindtricks,https://mindtricks.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
genisrocaesp,https://genisrocaesp.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
unamochilaligera,https://unamochilaligera.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
periodistia,https://periodistia.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tendencias,https://tendencias.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
anticulturista,https://anticulturista.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
branker,https://branker.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lamilla,https://lamilla.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
orbitafemenina,https://orbitafemenina.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ecommher,https://ecommher.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sobrecrecer,https://sobrecrecer.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sexologorondon,https://sexologorondon.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cafeynegocios,https://cafeynegocios.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pobremillenial,https://pobremillenial.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
desfibrilandovidas,https://desfibrilandovidas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
josefortes,https://josefortes.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
recursia,https://recursia.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
regeneracioninteligente,https://regeneracioninteligente.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
masquevatios,https://masquevatios.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
gadgetomail,https://gadgetomail.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mireiapuig,https://mireiapuig.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aprendizajeinfinito,https://aprendizajeinfinito.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
brainandcodetech,https://brainandcodetech.substack.com,es,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
lakademia,https://lakademia.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
desdelbarro,https://desdelbarro.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
apuntesdeproducto,https://apuntesdeproducto.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
defieducation,https://defieducation.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
arquitecturasoftware,https://arquitecturasoftware.substack.com,es,100.0,0.0,0.0,60.0,0.0,0.0,Técnico / Práctico,5
escuelaescribano,https://escuelaescribano.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
goicoprogrammer,https://goicoprogrammer.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
josecastellano,https://josecastellano.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
gabrielsalvado,https://gabrielsalvado.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jajt,https://jajt.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
madeincrypto,https://madeincrypto.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
carperdev,https://carperdev.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
saltaren,https://saltaren.substack.com,es,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
ceroasenior,https://ceroasenior.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
shybydesign,https://shybydesign.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theaiopportunity,https://theaiopportunity.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mnateaser,https://mnateaser.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sesgodeconfirmacion,https://sesgodeconfirmacion.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
apilovers,https://apilovers.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
whatsimportant,https://whatsimportant.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
investing101,https://investing101.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
vicentgadea,https://vicentgadea.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thethursdaythought,https://thethursdaythought.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nextgengreg,https://nextgengreg.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
pepeprionomy,https://pepeprionomy.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
itechnology,https://itechnology.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
capitaliaparafinanzas,https://capitaliaparafinanzas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
wanderwealth,https://wanderwealth.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
unifyai,https://unifyai.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
hdintelligence,https://hdintelligence.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aiplusinfo,https://aiplusinfo.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
makerai,https://makerai.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
insidemechanics,https://insidemechanics.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
bytebytego,https://blog.bytebytego.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
fp32research,https://www.fp32.io,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
yourlocalepidemiologist,https://yourlocalepidemiologist.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
spotify,https://spotify.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tuaptitud,https://tuaptitud.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
blockwareintelligence,https://newsletter.blockwareintelligence.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
inversionindependiente,https://inversionindependiente.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mestio,https://mestio.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
daisy251343456778889,https://daisy251343456778889.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
explicable,https://explicable.iia.es,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
astuteinvestor,https://astuteinvestor.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
on,https://on.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
financialdistrict,https://financialdistrict.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cortometrajes,https://cortometrajes.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
alancouzens,https://alancouzens.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
juanludh,https://juanludh.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
integrarobot,https://www.integrarobot.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mexicaninvestor,https://mexicaninvestor.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mdbbolsa,https://mdbbolsa.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aldeavalue,https://aldeavalue.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
compoundandfire,https://compoundandfire.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
vitaliy,https://vitaliy.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
heredialaso,https://heredialaso.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ligadebolsa,https://ligadebolsa.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lateinvest,https://lateinvest.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ingenioyfinanzas,https://ingenioyfinanzas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
moram,https://moram.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
qualitycompounding,https://www.compoundingquality.net,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
robertochamorrogilaberte,https://robertochamorrogilaberte.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
galicianinvestor,https://galicianinvestor.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
juarezinvestor,https://juarezinvestor.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
valorselectospain,https://valorselectospain.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
marketpoints,https://marketpoints.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tradingdte,https://tradingdte.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lwsresearch,https://lwsresearch.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
gabcasla,https://gabcasla.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
luisorlandolencarpio,https://luisorlandolencarpio.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lwsfinancialresearch,https://lwsfinancialresearch.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
raudamatic,https://raudamatic.rauda.ai,es,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
elumtimoorbe,https://elumtimoorbe.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
marketingdigitalparasanitarias,https://marketingdigitalparasanitarias.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
soyvanesajimenez,https://soyvanesajimenez.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tomsoren,https://tomsoren.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
honuinika,https://honuinika.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
uzabal,https://www.tiempodeexposicion.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
marketinglado,https://marketinglado.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
romanceyteclas,https://romanceyteclas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
renacerdelascicatrices,https://renacerdelascicatrices.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
natalybuitrago,https://natalybuitrago.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
techstock01,https://techstock01.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
cambiaelritmo,https://cambiaelritmo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ihelp,https://ihelp.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
arslandg,https://arslandg.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
clausaasholm,https://clausaasholm.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
dglearning,https://dglearning.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
sergiojaramillo,https://sergiojaramillo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
robinsonaquino,https://robinsonaquino.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
postsyntax,https://postsyntax.substack.com,en,100.0,0.0,0.0,80.0,0.0,20.0,Técnico / Práctico,5
gerardrego,https://gerardrego.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
erickpereda,https://www.ledgerimpact.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
builtinthemargins,https://builtinthemargins.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
joinretailtherapy,https://joinretailtherapy.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
darynakaruna,https://darynakaruna.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
eddiekillian,https://eddiekillian.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
choosealifeyoulove,https://choosealifeyoulove.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ctottman,https://ctottman.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
miriasfounderjourney,https://miriasfounderjourney.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
longevitycoaching101,https://longevitycoaching101.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
annieduke,https://annieduke.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
mondaymorningmacro,https://mondaymorningmacro.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
superangel,https://www.superangel.blog,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
leadingforward,https://leadingforward.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pattyazzarello,https://pattyazzarello.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
rickcranston,https://rickcranston.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aibuzz1,https://aibuzz.news,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
decision,https://decision.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
artificialintelligencemadesimple,https://www.artificialintelligencemadesimple.com,en,100.0,0.0,0.0,60.0,0.0,0.0,Técnico / Práctico,5
chiarabastianelli,https://chiarabastianelli.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
neuroguidejourney,https://neuroguidejourney.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
fabiantausch,https://fabiantausch.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
kuyadev,https://ai.kuya.dev,en,100.0,0.0,0.0,20.0,0.0,20.0,Hype-driven / Divulgativo,5
paulaximenamejia,https://paulaximenamejia.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
foundersalwaysask,https://foundersalwaysask.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
theblindspotintel,https://theblindspotintel.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
andrewchen,https://andrewchen.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
macromornings,https://macromornings.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
gavifigueroa,https://gavifigueroa.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
buyoutdiary,https://www.buyoutdiary.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
monicavalcarcel,https://monicavalcarcel.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
josemas,https://newsletter.jmswebs.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mapasmilhaud,https://newsletter.mapasmilhaud.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
daringvc,https://writing.daringventures.vc,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
saladeherramientas,https://saladeherramientas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
littlepursuits,https://littlepursuits.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
espiritualidadhoy,https://espiritualidadhoy.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
premios,https://premios.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
exponentialview,https://www.exponentialview.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jordisanildefonso,https://jordisanildefonso.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aliciaperezgil,https://aliciaperezgil.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
xavierpeytibi,https://xavierpeytibi.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
igualdad,https://igualdad.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
comerciocolombia,https://comerciocolombia.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lahistoria,https://lahistoria.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
formacionmag,https://formacionmag.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
masallagol,https://masallagol.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ensayos,https://ensayos.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
biprofe,https://biprofe.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mividaconj,https://mividaconj.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,2
ironart,https://ironart.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
leyendadelaascension,https://leyendadelaascension.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
chamberly,https://chamberly.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
henninglackberg,https://henninglackberg.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
familiamag,https://familiamag.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
proyectoanonimas25,https://proyectoanonimas25.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
slightlyrabidtales,https://slightlyrabidtales.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sigridvalkyrie,https://sigridvalkyrie.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
milyunatertulias,https://milyunatertulias.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
readexis,https://readexis.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mialeph,https://mialeph.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
perpetuo,https://www.perpetuo.global,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nuevasciencias,https://nuevasciencias.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
judithterrazasvaquero,https://judithterrazasvaquero.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
anabelfranco,https://anabelfranco.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
marianaazpurua,https://marianaazpurua.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jesusjordanparra,https://jesusjordanparra.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
odioloslunes,https://odioloslunes.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
laesquinadelpilar,https://laesquinadelpilar.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
unicorniosypiratas,https://unicorniosypiratas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
overlookvc,https://overlookvc.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
xaverlehmann,https://xaverlehmann.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
chieflyproduct,https://chieflyproduct.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theownersedge,https://theownersedge.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
majdalaily,https://majdalaily.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thestartupedge,https://www.thestartupedge.net,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
horizonhighlights,https://horizonhighlights.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
growwithaiguide,https://growwithaiguide.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
dealflowfrance,https://dealflowfrance.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
foundersespresso,https://foundersespresso.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
timerichplaybook,https://timerichplaybook.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
beyondcapitalvc,https://beyondcapitalvc.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
braininvest0,https://braininvest0.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
logist,https://logist.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
goldenbearcapital,https://www.gb.capital,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mypathto100k,https://mypathto100k.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
wehavethedata,https://www.wehavethedata.net,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ce1978,https://ce1978.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
reglamentos,https://reglamentos.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
comercioecuador,https://comercioecuador.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
autonomias,https://autonomias.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,2
normativa,https://normativa.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
leyor,https://leyor.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
