Subdomain,URL,Language,Exergy (%),Smoke (%),Clickbait (%),Tech (%),Commercial (%),C5-Real (%),Classification,Posts Scanned
medicoinversor,https://medicoinversor.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
entrevistasendiferido,https://entrevistasendiferido.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
capitanmarket,https://capitanmarket.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jaimetomas,https://jaimetomas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
joyofnothing,https://joyofnothing.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,4
bluezone,https://bluezone.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
drbenkim,https://drbenkim.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sysxplore,https://blog.sysxplore.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
escueladedatos,https://escueladedatos.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
enoughology,https://enoughology.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,4
blogdenotas,https://blogdenotas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
melaniegoodmanlinkedinconsultant,https://melaniegoodmanlinkedinconsultant.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pivottothepodium,https://www.honestlyhuman.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
trendmill,https://www.trend-mill.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mariapeevey,https://mariapeevey.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theunstoppablewoman,https://theunstoppablewoman.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
taylinsimmonds,https://taylinsimmonds.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
racheltribble,https://racheltribble.substack.com,en,100.0,0.0,0.0,60.0,0.0,0.0,Técnico / Práctico,5
levelupwithai,https://levelupwithai.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
tranquilnurturingspace,https://tranquilnurturingspace.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
angrycreator,https://angrycreator.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
globaldatacenterhub,https://www.globaldatacenterhub.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
joyfulcreating,https://joyfulcreating.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
unpromptable,https://unpromptable.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
acuriouscatalyst,https://acuriouscatalyst.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cliniciansguide,https://cliniciansguide.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thebuffaloherbalist,https://thebuffaloherbalist.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
datanomadslab,https://www.datanomadslab.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nograssintheclouds,https://nograssintheclouds.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
miguelguillen,https://www.momentosdetranquilidad.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
magnatesladrillo,https://magnatesladrillo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sculptedthoughts,https://sculptedthoughts.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sportingintelligence832,https://sportingintelligence832.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jordilltazer,https://jordilltazer.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
heartfullliving,https://heartfullliving.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
inversorlucense,https://inversorlucense.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
kmoptimal,https://kmoptimal.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
antonijasakoman,https://antonijasakoman.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sharpenyouraxe,https://sharpenyouraxe.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ryanemorgan,https://ryanemorgan.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
startupeable,https://startupeable.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cremieux,https://www.cremieux.xyz,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
humbertohrrera,https://humbertohrrera.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thespainreport,https://thespainreport.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
zerophilosophy,https://zerophilosophy.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
bizzla,https://bizzla.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
livesquawkcommoditycorner,https://livesquawkcommoditycorner.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
incrementalreturns,https://www.incrementalreturns.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mankind,https://mankind.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
arbortradingpost,https://arbortradingpost.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,2
jesusguti,https://jesusguti.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
foundersvc,https://foundersvc.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tacticalallocationdesk,https://tacticalallocationdesk.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
dividendfortress,https://dividendfortress.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
panicdrop,https://panicdrop.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
deepvaluecapitalbykyler,https://deepvaluecapitalbykyler.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
goldtrader,https://goldtrader.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mktcontext,https://www.mktcontext.com,en,100.0,0.0,0.0,0.0,0.0,20.0,Hype-driven / Divulgativo,5
smartreversals,https://www.smartreversals.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
monopolisticinvestor,https://monopolisticinvestor.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
themultiplier,https://themultiplier.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
themacroedge,https://themacroedge.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
algotradealert,https://algotradealert.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thesimpleside,https://thesimpleside.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
schwarcapital,https://www.schwarcapital.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
denisgorbunov,https://denisgorbunov.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
macronomics719,https://macronomics719.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tinytitans,https://tinytitans.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
vecinoinversor,https://vecinoinversor.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
becomingberkshire,https://becomingberkshire.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jamesfoord,https://jamesfoord.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theintegrativeinvestor,https://theintegrativeinvestor.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
joshbelanger,https://joshbelanger.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
benzinga,https://benzinga.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
gustavofinance,https://gustavofinance.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
adamtaggart,https://adamtaggart.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
leadlagreport,https://www.leadlagreport.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
alphapicks,https://www.alphapicks.co.uk,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thisisthetop,https://thisisthetop.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
heavymoatinvestments,https://heavymoatinvestments.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tmtbreakout,https://www.tmtbreakout.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
harkster,https://harkster.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
invariant,https://invariant.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tictoctrading,https://tictoctrading.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
investinquality,https://www.investinassets.net,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
themacrocompass,https://themacrocompass.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
behavioralvalueinvestor,https://behavioralvalueinvestor.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
marketsentiment,https://www.marketsentiment.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jameslavish,https://www.jameslavish.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
chartstorm,https://www.chartstorm.info,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lordfed,https://www.lordfed.co.uk,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
peekbehindthenumbers,https://peekbehindthenumbers.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
behindthebalancesheet,https://behindthebalancesheet.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
investingjournalbyseyi,https://investingjournalbyseyi.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cayucoscapital,https://cayucoscapital.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
hatedmoats,https://hatedmoats.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aktieblogg,https://aktieblogg.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
reboundcapital,https://reboundcapital.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
valuesits,https://valuesits.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
qualityvalueinvesting,https://qualityvalueinvesting.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
dragoninvest,https://dragoninvest.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
floebertus,https://www.floebertus.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
szew,https://szew.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
valueandopportunity,https://valueandopportunity.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
joshchan4,https://joshchan4.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
1foothurdle,https://1foothurdle.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
gabgrowth,https://gabgrowth.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
smallcaptreasures,https://smallcaptreasures.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jaminvest,https://jaminvest.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thomsb2k,https://thomsb2k.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
freyafinance,https://freyafinance.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nodeepdives,https://nodeepdives.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
continuouscompounding,https://continuouscompounding.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
bosinvest,https://bosinvest.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
toffcap,https://toffcap.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
treasurehunting,https://treasure-hunting.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
stockanalysiscompilation,https://stockanalysiscompilation.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
from100kto1m,https://www.from100kto1m.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
clarksquarecapital,https://www.clarksquarecapital.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ltir,https://ltir.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
underfollowedstocks,https://underfollowedstocks.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
myweeklystock,https://myweeklystock.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
valueseekerresearch,https://valueseekerresearch.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theboldux,https://theboldux.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
rockandturner,https://rockandturner.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
triplesinvesting,https://triplesinvesting.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
dannydayan,https://dannydayan.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
smallvalue,https://smallvalue.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mlabs0967,https://mlabs0967.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
parttimecompounding,https://parttimecompounding.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
krokerequityresearch,https://krokerequityresearch.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
greyrabbitfinance,https://greyrabbitfinance.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
juniorminingpro,https://juniorminingpro.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lplessons,https://www.lplessons.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
etfyourself,https://www.sungardeninvestment.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
pinebrookcap,https://www.pinebrookcap.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
smartmoneypassport,https://smartmoneypassport.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
herbgreenberg,https://www.herbgreenberg.com,en,100.0,0.0,0.0,0.0,0.0,20.0,Hype-driven / Divulgativo,5
tactilefund,https://tactilefund.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
diyinvestingstocks,https://diyinvestingstocks.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
amritaroy,https://amritaroy.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
frenchhiddenchampions,https://frenchhiddenchampions.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
singularityresearchfund,https://singularityresearchfund.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
poundtherockinvesting,https://poundtherockinvesting.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
alluvial,https://alluvial.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mrdeepvalue,https://www.mrdeepvalue.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
smallcapslife,https://smallcapslife.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
overlookedalpha,https://www.overlookedalpha.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
roetheboat,https://www.roetheboat.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
carolzabal,https://carolzabal.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
johanlunau,https://johanlunau.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
10xdisruptivestocks,https://10xdisruptivestocks.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
iamfabian,https://iamfabian.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
garrettresearch,https://www.garrettsignal.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
vdl,https://www.valuedontlie.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
collyer,https://www.collyerbridge.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tacticzhazel,https://tacticzhazel.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
damnang2,https://damnang2.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nikolavukovic,https://nikolavukovic.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lesbarclays,https://lesbarclays.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
fundaai,https://fundaai.substack.com,en,100.0,0.0,0.0,40.0,0.0,40.0,C5-REAL / Arquitectura,5
tspasemiconductor,https://tspasemiconductor.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
alexintel,https://alexintel.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
andrewkeene,https://andrewkeene.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
outspokengeek,https://outspokengeek.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thechipletter,https://thechipletter.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
guardianresearch,https://guardianresearch.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
chipinsights,https://chipinsights.net,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
europecapitalnews,https://europecapitalnews.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
irrationalanalysis,https://irrationalanalysis.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
archetypecapital,https://www.archetype-research.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
borlaug,https://borlaug.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
juanicaffa,https://juanicaffa.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
businesspicker,https://businesspicker.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
from0to1inthesm,https://www.0to1stockmarket.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
kedm,https://kedm.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
palantirbullets,https://www.palantirbullets.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
viksnewsletter,https://www.viksnewsletter.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mispricedassets,https://mispricedassets.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
valuepunks,https://valuepunks.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mtcapital,https://mtcapital.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
speedwellsnippets,https://www.speedwellmemos.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
investmenttalk,https://www.investmenttalk.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
morethanmoore,https://morethanmoore.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
bizalmanac,https://bizalmanac.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
investmentbooks,https://investmentbooks.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
stockopine,https://www.stockopine.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theswamp,https://theswamp.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
the1minuteread,https://the1minuteread.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
princetonchen,https://princetonchen.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
macfarlanenews,https://macfarlanenews.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
maandhunter,https://maandhunter.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
finstoryai,https://finstoryai.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
nogoplus,https://nogoplus.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
alpinecipherlimited,https://alpinecipherlimited.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
hotsmartandlazy,https://hotsmartandlazy.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
meidastouch,https://www.meidasplus.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pmlive,https://pmlive.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
writebuildscale,https://writebuildscale.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tashabairdmiller,https://tashabairdmiller.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
dailydisciplined,https://dailydisciplined.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
monetarycommentary,https://monetarycommentary.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
bigthinkmedia,https://bigthinkmedia.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
solopreneurcode,https://solopreneurcode.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
aqvcraise,https://aqvcraise.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
howwemadeitinafrica,https://howwemadeitinafrica.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
a16zcrypto,https://a16zcrypto.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thebigbyte,https://thebigbyte.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theankler,https://theankler.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
paulobrien,https://paulobrien.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
apricitas,https://www.apricitas.io,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
fintechtalk,https://substack.fintechtalk.ivalley.co,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
africaprivateequitynews,https://www.africaprivateequitynews.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
femstreet,https://femstreet.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
femalefoundry,https://femalefoundry.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thegeneralist,https://www.generalist.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
notboring,https://www.notboring.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
danielhartweg,https://danielhartweg.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
venturecapitalarchive,https://venturecapitalarchive.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
